Symptom1,Symptom2,Remedies_S1,Remedies_S2,Shared_Remedies,P_B_given_A,P_A_given_B
skin affections alternating with pains in joints,of debilitated men,1,1,1,1.0,1.0
skin affections alternating with pains in joints,pain as after overlifting,1,1,1,1.0,1.0
painful numbness of index finger,drawing in feet,1,1,1,1.0,1.0
painful numbness of index finger,cramps in tendo achillis at 2 a.m.,1,1,1,1.0,1.0
painful numbness of index finger,cough affects throat,1,1,1,1.0,1.0
painful numbness of index finger,rheumatism of lower jaw,1,1,1,1.0,1.0
painful numbness of index finger,painful stiffness of sacrum,1,1,1,1.0,1.0
painful numbness of index finger,tearing boring pain in lower leg with movement,1,1,1,1.0,1.0
painful numbness of index finger,dull pain in os coccyx,1,1,1,1.0,1.0
painful numbness of index finger,pain in left hip joint as if wrenched,1,1,1,1.0,1.0
painful numbness of index finger,drawing in forearms,1,1,1,1.0,1.0
painful numbness of index finger,ulcerative pain in heels,1,1,1,1.0,1.0
painful numbness of index finger,gouty deposits,1,1,1,1.0,1.0
painful numbness of index finger,severe tearing in tendons under right calf,1,1,1,1.0,1.0
painful numbness of index finger,pain in elbow joints,1,1,1,1.0,1.0
painful numbness of index finger,ankle pain better from walking,1,1,1,1.0,1.0
painful numbness of index finger,knee pain better by warmth of bed,1,1,1,1.0,1.0
painful numbness of index finger,pains in superior maxilla bones,1,1,1,1.0,1.0
painful numbness of index finger,pains in shoulder when dressing in morning,1,1,1,1.0,1.0
painful numbness of index finger,foot pain worse in open air,1,1,1,1.0,1.0
painful numbness of index finger,pain in occiput,1,1,1,1.0,1.0
painful numbness of index finger,prosopalgia,1,1,1,1.0,1.0
painful numbness of index finger,tearing in forearms,1,1,1,1.0,1.0
painful numbness of index finger,stiffness worse on rising from chair,1,1,1,1.0,1.0
painful numbness of index finger,knee pain worse in open air,1,1,1,1.0,1.0
painful numbness of index finger,tendons of knees seem too short,1,1,1,1.0,1.0
painful numbness of index finger,bruised pain in legs in morning,1,1,1,1.0,1.0
painful numbness of index finger,cannot move fingers by will power,1,1,1,1.0,1.0
painful numbness of index finger,stitches in teeth,1,1,1,1.0,1.0
painful numbness of index finger,stitches in sternum from lifting,1,1,1,1.0,1.0
painful numbness of index finger,cracking in knees on walking,1,1,1,1.0,1.0
painful numbness of index finger,paralysis of hands,1,1,1,1.0,1.0
painful numbness of index finger,pinching crampy pain in lumbar region,1,1,1,1.0,1.0
painful numbness of index finger,knee pain better from continual motion,1,1,1,1.0,1.0
painful numbness of index finger,pain in ankle when sitting,1,1,1,1.0,1.0
painful numbness of index finger,stiffness in hollow of knee,1,1,1,1.0,1.0
painful numbness of index finger,drawing pain to ear,1,1,1,1.0,1.0
painful numbness of index finger,swelling of small joints of foot,1,1,1,1.0,1.0
painful numbness of index finger,knee pain worse when sitting,1,1,1,1.0,1.0
painful numbness of index finger,foot pain better by warmth of bed,1,1,1,1.0,1.0
painful numbness of index finger,pain in throat,1,1,1,1.0,1.0
painful numbness of index finger,severe pressive pain in ball of great toe,1,1,1,1.0,1.0
painful numbness of index finger,elbow pain worse from warmth,1,1,1,1.0,1.0
painful numbness of index finger,stitches in sternum from deep breathing,1,1,1,1.0,1.0
painful numbness of index finger,gouty tearing in lower leg,1,1,1,1.0,1.0
painful numbness of index finger,thigh pain worse in open air,1,1,1,1.0,1.0
painful numbness of index finger,tensive pain in hollow of knee,1,1,1,1.0,1.0
painful numbness of index finger,tearing in teeth,1,1,1,1.0,1.0
painful numbness of index finger,bruised pain in os coccyx,1,1,1,1.0,1.0
painful numbness of index finger,aching in hip joints as if dislocated,1,1,1,1.0,1.0
painful numbness of index finger,indurations of finger tendons,1,1,1,1.0,1.0
painful numbness of index finger,weakness in single parts,1,1,1,1.0,1.0
painful numbness of index finger,shoulder pain preventing motion,1,1,1,1.0,1.0
painful numbness of index finger,painful numbness of thumb,1,1,1,1.0,1.0
painful numbness of index finger,gout in hands,1,1,1,1.0,1.0
painful numbness of index finger,tearing in shoulder blades,1,1,1,1.0,1.0
painful numbness of index finger,sprained pain in back,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,pains at every weather change,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,sensation of stiffness in legs after sleep in evening,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,prickling stitches in joints of fingers,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,cold knees,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,shoulder pain worse from motion,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,tearing in right hip,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,drawing in arm on which he lies at night,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,boring pains in limbs,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,pressing cramp-like pain in small of back,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,stitches in shoulders,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,lancinating pain in wrists when grasping,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,sensation of plug in back,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,sensation as if tendons of hand were shortened,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,sprained pain in right hand,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,back pain worse on sitting,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,drawing in thigh,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,lack of strength in knees,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,cramp-like pain on outside of left thigh,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,knees go to sleep,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,pain in joints of hands,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,drawing pain from abdomen down into leg,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,great depression of vital forces,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,arms weary when writing,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,burning in fingers,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,limbs go to sleep,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,burning in bones,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,heartburn very persistent,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,thigh stitches passing downward when walking,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,stiffness of nape,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,paralytic weakness of right shoulder,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,great inclination to stretch limbs in evening,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,stitches in thigh,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,limbs are bruised,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,severe nosebleed almost daily,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,toes red,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,hip pain extending to thigh,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,painful sensation as if hat band were too tight,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,tearing in fingers of left hand,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,bone pain painful on pressure,1,1,1,1.0,1.0
sensation as if tendons of wrist were shortened,complementary with kali carb.,1,1,1,1.0,1.0
tensive feeling in small of back,jerking stitches in right shoulder,1,1,1,1.0,1.0
tensive feeling in small of back,chronic rheumatism with frequent attacks,1,1,1,1.0,1.0
tensive feeling in small of back,belching of sour flatus,1,1,1,1.0,1.0
tensive feeling in small of back,hot expiration,1,1,1,1.0,1.0
tensive feeling in small of back,severe pains from slightest motion,1,1,1,1.0,1.0
tensive feeling in small of back,cracking in ankle joint,1,1,1,1.0,1.0
tensive feeling in small of back,flying pains,1,1,1,1.0,1.0
tensive feeling in small of back,jerking stitching pains in limbs,1,1,1,1.0,1.0
tensive feeling in small of back,sensation as if heavy load on back between shoulders,1,1,1,1.0,1.0
tensive feeling in small of back,jerking flying stitches in wrists,1,1,1,1.0,1.0
tensive feeling in small of back,jerking flying stitches in finger joints,1,1,1,1.0,1.0
tensive feeling in small of back,rheumatism lingers and relapses regularly,1,1,1,1.0,1.0
tensive feeling in small of back,tearing pain in right elbow,1,1,1,1.0,1.0
tensive feeling in small of back,small of back pain worse by going upstairs,1,1,1,1.0,1.0
tensive feeling in small of back,severe pains in knees,1,1,1,1.0,1.0
tensive feeling in small of back,rheumatic pains in neck,1,1,1,1.0,1.0
tensive feeling in small of back,violent headache,1,1,1,1.0,1.0
excitable,tension in neck muscles,1,1,1,1.0,1.0
excitable,drawing pain in calves,1,1,1,1.0,1.0
excitable,sensation of heaviness of arms,1,1,1,1.0,1.0
excitable,back bent backward like an arch,1,1,1,1.0,1.0
excitable,violent stitches in shoulder,1,1,1,1.0,1.0
excitable,nape pain draws head backward,1,1,1,1.0,1.0
excitable,ending pain in anterior lower limb muscles,1,1,1,1.0,1.0
excitable,trembling of legs,1,1,1,1.0,1.0
excitable,frequent stitches in fingers,1,1,1,1.0,1.0
excitable,great weakness of arms after slight exercise,1,1,1,1.0,1.0
excitable,great weakness after attack,1,1,1,1.0,1.0
excitable,creeping in hands,1,1,1,1.0,1.0
burning in coccyx when touched,fingers go to sleep,1,1,1,1.0,1.0
burning in coccyx when touched,nosebleed preceded by vertigo,1,1,1,1.0,1.0
burning in coccyx when touched,boring in condyles of wrist,1,1,1,1.0,1.0
burning in coccyx when touched,pressing drawing in lumbar region,1,1,1,1.0,1.0
burning in coccyx when touched,stitches in left hip when sitting,1,1,1,1.0,1.0
burning in coccyx when touched,sharp drawing across small of back,1,1,1,1.0,1.0
burning in coccyx when touched,painful tension between shoulders,1,1,1,1.0,1.0
burning in coccyx when touched,joints feel as if broken,1,1,1,1.0,1.0
burning in coccyx when touched,coldness in lumbar region with cough,1,1,1,1.0,1.0
burning in coccyx when touched,cramp in forepart of leg near tibia on walking,1,1,1,1.0,1.0
burning in coccyx when touched,legs up to knees go to sleep,1,1,1,1.0,1.0
burning in coccyx when touched,suppuration of glands,1,1,1,1.0,1.0
burning in coccyx when touched,nosebleed in the morning,1,1,1,1.0,1.0
burning in coccyx when touched,ulcerative bruised pain in coccyx,1,1,1,1.0,1.0
burning in coccyx when touched,numbness of limbs,1,1,1,1.0,1.0
burning in coccyx when touched,drawing in tip of elbow,1,1,1,1.0,1.0
burning in coccyx when touched,pain in hip causes limping,1,1,1,1.0,1.0
burning in coccyx when touched,bruised pain in limbs during motion,1,1,1,1.0,1.0
burning in coccyx when touched,prickling stitches in nape of neck,1,1,1,1.0,1.0
burning in coccyx when touched,sensitive to every step,1,1,1,1.0,1.0
worse in winter,epistaxis,1,1,1,1.0,1.0
worse in winter,sprained wrist joint pain,1,1,1,1.0,1.0
worse in winter,pain in nape worse right side,1,1,1,1.0,1.0
worse in winter,tearing in limbs,1,1,1,1.0,1.0
worse in winter,sleeping fingers,1,1,1,1.0,1.0
worse in winter,pain in wrists,1,1,1,1.0,1.0
worse in winter,legs go to sleep when standing,1,1,1,1.0,1.0
worse in winter,aversion to walking in open air,1,1,1,1.0,1.0
worse in winter,intense coldness in small of back,1,1,1,1.0,1.0
worse in winter,drawing leg pain,1,1,1,1.0,1.0
worse in winter,rigid fingers when grasping,1,1,1,1.0,1.0
worse in winter,pressive drawing in loins at rest,1,1,1,1.0,1.0
worse in winter,swollen hand,1,1,1,1.0,1.0
worse in winter,restless feet,1,1,1,1.0,1.0
worse in winter,tearing shoulder pain,1,1,1,1.0,1.0
worse in winter,tearing tooth pain,1,1,1,1.0,1.0
worse in winter,legs go to sleep when lying,1,1,1,1.0,1.0
worse in winter,rigid arms in mornings,1,1,1,1.0,1.0
worse in winter,headache worse in winter,1,1,1,1.0,1.0
worse in winter,bruised shoulder pain,1,1,1,1.0,1.0
worse in winter,swollen hands when hanging,1,1,1,1.0,1.0
worse in winter,pain in thumbs,1,1,1,1.0,1.0
better by heat,during day perfectly well,1,1,1,1.0,1.0
better by heat,pains often brought on by standing in cold water,1,1,1,1.0,1.0
better by heat,darting about,1,1,1,1.0,1.0
better by heat,acute boring darting pains in back,1,1,1,1.0,1.0
better by heat,shifting and remittent,1,1,1,1.0,1.0
better by heat,headaches better by external applications of warmth,1,1,1,1.0,1.0
better by heat,better by warmth of bed,1,1,1,1.0,1.0
better by heat,intercostal drawing neuralgic constriction about heart,1,1,1,1.0,1.0
better by heat,excruciating shooting stinging shifting intermittent or paroxysmal,1,1,1,1.0,1.0
better by heat,pains shift with lightning-like rapidity,1,1,1,1.0,1.0
sense of lameness,sore leg,1,1,1,1.0,1.0
sense of lameness,bruised feeling in right hip joint,1,1,1,1.0,1.0
sense of lameness,aching in left acromion,1,1,1,1.0,1.0
sense of lameness,dry fauces,1,1,1,1.0,1.0
sense of lameness,weak back must lie down,1,1,1,1.0,1.0
sense of lameness,constant backache in hips worse walking,1,1,1,1.0,1.0
sense of lameness,true lumbago,1,1,1,1.0,1.0
sense of lameness,severe dull pain across hips,1,1,1,1.0,1.0
sense of lameness,weak legs must lie down,1,1,1,1.0,1.0
sense of lameness,severe dull pain across back as if breaking,1,1,1,1.0,1.0
sense of lameness,hardly able to rise,1,1,1,1.0,1.0
sense of lameness,dull aching in small of back worse walking,1,1,1,1.0,1.0
sense of lameness,dry mouth,1,1,1,1.0,1.0
sense of lameness,painful joints,1,1,1,1.0,1.0
sense of lameness,weakness in back,1,1,1,1.0,1.0
sense of lameness,sore tendo achillis,1,1,1,1.0,1.0
sense of lameness,sense of heaviness,1,1,1,1.0,1.0
sense of lameness,affinity for left knee joint,1,1,1,1.0,1.0
sense of lameness,severe pain in right chest worse inspiration,1,1,1,1.0,1.0
sore leg,bruised feeling in right hip joint,1,1,1,1.0,1.0
sore leg,aching in left acromion,1,1,1,1.0,1.0
sore leg,dry fauces,1,1,1,1.0,1.0
sore leg,weak back must lie down,1,1,1,1.0,1.0
sore leg,constant backache in hips worse walking,1,1,1,1.0,1.0
sore leg,true lumbago,1,1,1,1.0,1.0
sore leg,severe dull pain across hips,1,1,1,1.0,1.0
sore leg,weak legs must lie down,1,1,1,1.0,1.0
sore leg,severe dull pain across back as if breaking,1,1,1,1.0,1.0
sore leg,hardly able to rise,1,1,1,1.0,1.0
sore leg,dull aching in small of back worse walking,1,1,1,1.0,1.0
sore leg,dry mouth,1,1,1,1.0,1.0
sore leg,painful joints,1,1,1,1.0,1.0
sore leg,weakness in back,1,1,1,1.0,1.0
sore leg,sore tendo achillis,1,1,1,1.0,1.0
sore leg,sense of heaviness,1,1,1,1.0,1.0
sore leg,affinity for left knee joint,1,1,1,1.0,1.0
sore leg,severe pain in right chest worse inspiration,1,1,1,1.0,1.0
rheumatism of hands,tearing in joints especially small joints,1,1,1,1.0,1.0
rheumatism of hands,sticking in great toe,1,1,1,1.0,1.0
rheumatism of hands,tired thighs toward evening,1,1,1,1.0,1.0
rheumatism of hands,tearing pain in finger joints,1,1,1,1.0,1.0
rheumatism of hands,prematurely old patients,1,1,1,1.0,1.0
rheumatism of hands,fine lancinations in soles,1,1,1,1.0,1.0
rheumatism of hands,sticking in legs,1,1,1,1.0,1.0
rheumatism of hands,impatience,1,1,1,1.0,1.0
rheumatism of hands,pain in left hip better rest,1,1,1,1.0,1.0
rheumatism of hands,hard pressure in right axilla worse motion,1,1,1,1.0,1.0
rheumatism of hands,memory loss,1,1,1,1.0,1.0
rheumatism of hands,rending in foot joints worse walking,1,1,1,1.0,1.0
